//X Y Z R G B
-22.40437126 9.83219719 -2.46544909 170 0 0
-22.42426109 9.62964535 -2.46328306 170 0 0
-22.22924614 9.66877174 -2.50863695 170 0 0
-22.39189529 9.60336781 -2.48582101 170 0 0
-22.26041412 9.77670097 -2.48067188 170 0 0
-22.36482620 9.65313244 -2.47646189 170 0 0
-22.22523880 9.70344543 -2.50415611 170 0 0
-22.31821442 9.69351101 -2.48359799 170 0 0
-22.25804329 9.63160038 -2.50955701 170 0 0
-22.28661919 9.60693645 -2.51326799 170 0 0
-22.44562912 9.78768158 -2.45965600 170 0 0
-22.43893623 9.85978985 -2.46220708 170 0 0
-22.32927513 9.67833900 -2.48370194 170 0 0
-22.30061722 9.67598724 -2.49318099 170 0 0
-22.27329445 9.68802834 -2.49757695 170 0 0
-22.14801788 9.69467163 -2.51079011 170 0 0
-22.21758652 9.74988937 -2.49574900 170 0 0
-22.27960777 9.72682953 -2.48443007 170 0 0
-22.30613518 9.68968201 -2.48645306 170 0 0
-22.29581833 9.61095238 -2.50726104 170 0 0
-22.38902855 9.81564522 -2.46894193 170 0 0
-22.46137238 9.79732132 -2.45769691 170 0 0
-22.46288872 9.84991264 -2.45935297 170 0 0
-22.39236069 9.60049343 -2.48675394 170 0 0
-22.35213852 9.62452984 -2.49489093 170 0 0
-22.41804695 9.72627831 -2.45799088 170 0 0
-22.37194252 9.84465313 -2.46950197 170 0 0
-22.26198006 9.64552689 -2.50689411 170 0 0
-22.44121170 9.71137333 -2.45444202 170 0 0
-22.35821724 9.62574196 -2.49075103 170 0 0
-22.34864616 9.73298836 -2.47077107 170 0 0
-22.32120323 9.77060699 -2.47220492 170 0 0
-22.29726601 9.64863682 -2.50326800 170 0 0
-22.25439644 9.85570717 -2.48046398 170 0 0
-22.36264801 9.66499805 -2.47491693 170 0 0
-22.35101509 9.59785366 -2.50414896 170 0 0
-22.20409012 9.67661953 -2.50953197 170 0 0
-22.28669357 9.65628433 -2.50255394 170 0 0
-22.35146141 9.85850620 -2.47096491 170 0 0
-22.36154747 9.62719345 -2.48932004 170 0 0
-22.36717606 9.55519676 -2.51709390 170 0 0
-22.40914536 9.90895462 -2.46640205 170 0 0
-22.29689980 9.80886841 -2.47522402 170 0 0
-22.38848877 9.85418701 -2.46660495 170 0 0
-22.41044426 9.80329514 -2.46447611 170 0 0
-22.27696991 9.90032959 -2.47786903 170 0 0
-22.28879929 9.81878281 -2.47611594 170 0 0
-22.31818390 9.69494820 -2.48260307 170 0 0
-22.42372131 9.67873383 -2.45504403 170 0 0
-22.32556725 9.76061535 -2.47224593 170 0 0
-22.25372887 9.64193630 -2.50961804 170 0 0
-22.35598373 9.76085663 -2.46923590 170 0 0
-22.36770439 9.61627007 -2.49242997 170 0 0
-22.42709541 9.85078335 -2.46435595 170 0 0
-22.37706184 9.79512215 -2.46791196 170 0 0
-22.28431511 9.81679058 -2.47723293 170 0 0
-22.35952187 9.61365128 -2.49652290 170 0 0
-22.41738129 9.62571239 -2.46906400 170 0 0
-22.16065788 9.77428627 -2.50058293 170 0 0
-22.32756233 9.77340794 -2.47115588 170 0 0
-22.25011635 9.62974358 -2.51329088 170 0 0
-22.30327797 9.65127182 -2.50034904 170 0 0
-22.31966782 9.63392639 -2.50292397 170 0 0
-22.34433937 9.80329323 -2.47344899 170 0 0
-22.31020737 9.77861786 -2.47314501 170 0 0
-22.39535904 9.88840771 -2.46935296 170 0 0
-22.43976974 9.70401859 -2.45501709 170 0 0
-22.25713921 9.75526142 -2.48280096 170 0 0
-22.39945602 9.59399891 -2.48607898 170 0 0
-22.45639801 9.72980785 -2.45309806 170 0 0
-22.40177727 9.78974056 -2.46419406 170 0 0
-22.27429008 9.71313000 -2.48955989 170 0 0
-22.26013565 9.81837273 -2.48005891 170 0 0
-22.38116646 9.73526096 -2.46414590 170 0 0
-22.20611954 9.70808220 -2.50479388 170 0 0
-22.38740349 9.57620811 -2.50207400 170 0 0
-22.28088951 9.62937927 -2.50637197 170 0 0
-22.44322586 9.68810081 -2.45319009 170 0 0
-22.21266937 9.74797535 -2.49860406 170 0 0
-22.31449318 9.91705513 -2.47486091 170 0 0
-22.36299133 9.67071915 -2.47583008 170 0 0
-22.39452171 9.75253773 -2.46183300 170 0 0
-22.33617592 9.64063072 -2.49240899 170 0 0
-22.22643661 9.75380611 -2.49138308 170 0 0
-22.34110641 9.76742363 -2.47055888 170 0 0
-22.45604706 9.79224205 -2.45908999 170 0 0
-22.30752945 9.75267887 -2.47731805 170 0 0
-22.43558693 9.61484146 -2.46876907 170 0 0
-22.30802345 9.65334225 -2.49737406 170 0 0
-22.26430702 9.79530430 -2.47948503 170 0 0
-22.44440460 9.82208920 -2.46325898 170 0 0
-22.44273758 9.70750618 -2.45582294 170 0 0
-22.29539299 9.67270279 -2.49699998 170 0 0
-22.38073730 9.78481483 -2.46620297 170 0 0
-22.38743782 9.68223095 -2.46796489 170 0 0
-22.36619568 9.72871685 -2.46762109 170 0 0
-22.36733055 9.67467022 -2.47450995 170 0 0
-22.27084541 9.61273861 -2.51515293 170 0 0
-22.27670860 9.61525345 -2.51753712 170 0 0
-22.41345406 9.70564175 -2.46036196 170 0 0
-22.24940109 9.73927784 -2.48874807 170 0 0
-22.25932312 9.65695572 -2.50718498 170 0 0
-22.28944206 9.60583019 -2.51325607 170 0 0
-22.21340752 9.74803925 -2.49695492 170 0 0
-22.22289276 9.73551941 -2.49853611 170 0 0
-22.38766670 9.63857174 -2.47308397 170 0 0
-22.36771965 9.58025360 -2.50545812 170 0 0
-22.39763641 9.64289665 -2.46903396 170 0 0
-22.38742638 9.62404346 -2.47831297 170 0 0
-22.29890633 9.62493324 -2.50590110 170 0 0
-22.34500122 9.60734177 -2.50377488 170 0 0
-22.40883255 9.66006947 -2.46169400 170 0 0
-22.39570045 9.71720695 -2.46423602 170 0 0
-22.25869751 9.84251404 -2.47953010 170 0 0
-22.36679268 9.69443893 -2.47250199 170 0 0
-22.10898781 9.71452427 -2.50979090 170 0 0
-22.34720039 9.63325119 -2.49168706 170 0 0
-22.34848213 9.67101479 -2.47734308 170 0 0
-22.30331612 9.67619038 -2.49067807 170 0 0
-22.43395615 9.78257561 -2.46016693 170 0 0
-22.31847382 9.79959202 -2.47415304 170 0 0
-22.14973450 9.69543934 -2.50916100 170 0 0
-22.31789970 9.59562302 -2.51141405 170 0 0
-22.20035744 9.70554638 -2.50601101 170 0 0
-22.20120621 9.80474281 -2.48816895 170 0 0
-22.22981644 9.66101837 -2.51099610 170 0 0
-22.40567589 9.69592953 -2.45915604 170 0 0
-22.28005791 9.88561440 -2.47744393 170 0 0
-22.36526489 9.74025822 -2.46746898 170 0 0
-22.35446358 9.79806232 -2.47102499 170 0 0
-22.41039467 9.72649860 -2.46255207 170 0 0
-22.33537483 9.84662533 -2.47516990 170 0 0
-22.44129753 9.64914608 -2.45686412 170 0 0
-22.31666565 9.85744381 -2.47531295 170 0 0
-22.38337898 9.67954063 -2.46718502 170 0 0
-22.38188553 9.82229805 -2.46837592 170 0 0
-22.17532349 9.79326344 -2.49413395 170 0 0
-22.25412369 9.66692448 -2.50550199 170 0 0
-22.14564705 9.71820831 -2.50529599 170 0 0
-22.38851929 9.83757305 -2.46709490 170 0 0
-22.39889526 9.68625546 -2.46134996 170 0 0
-22.33934021 9.61751461 -2.50460410 170 0 0
-22.30717468 9.60360241 -2.50973392 170 0 0
-22.26973343 9.78522015 -2.47837400 170 0 0
-22.23738098 9.78341007 -2.48344302 170 0 0
-22.29128647 9.69593716 -2.48895192 170 0 0
-22.44332314 9.61297417 -2.46480393 170 0 0
-22.11405945 9.71651363 -2.50665903 170 0 0
-22.19976616 9.75428200 -2.49883389 170 0 0
-22.35290146 9.57385731 -2.51092005 170 0 0
-22.27566910 9.90014458 -2.47982597 170 0 0
-22.37554741 9.81949997 -2.46928096 170 0 0
-22.32813454 9.68704033 -2.48118401 170 0 0
-22.24946785 9.70669460 -2.49995208 170 0 0
-22.37663269 9.59165478 -2.49927092 170 0 0
-22.35385513 9.89715481 -2.46987510 170 0 0
-22.33919525 9.91575336 -2.47262907 170 0 0
-22.44314384 9.77375889 -2.45862103 170 0 0
-22.32816505 9.62494469 -2.50375295 170 0 0
-22.40753746 9.82415009 -2.46618605 170 0 0
-22.42600441 9.69826603 -2.45855999 170 0 0
-22.30748177 9.76801205 -2.47536397 170 0 0
-22.26128769 9.64196205 -2.50898194 170 0 0
-22.38194084 9.89717007 -2.46873903 170 0 0
-22.21618271 9.78373718 -2.48868608 170 0 0
-22.41228485 9.68610382 -2.45768809 170 0 0
-22.26943779 9.71351528 -2.49115300 170 0 0
-22.35342216 9.64815903 -2.48224306 170 0 0
-22.33673477 9.69286633 -2.47898006 170 0 0
-22.41663361 9.68446827 -2.45863199 170 0 0
-22.32014465 9.70857143 -2.47999310 170 0 0
-22.36362076 9.77322292 -2.47057891 170 0 0
-22.32151413 9.76346970 -2.47479892 170 0 0
-22.46636963 9.80944443 -2.45887709 170 0 0
-22.41689491 9.70080090 -2.45862699 170 0 0
-22.43480492 9.78914070 -2.46068597 170 0 0
-22.29876518 9.77358627 -2.47525501 170 0 0
-22.45760345 9.84315109 -2.45801806 170 0 0
-22.26888657 9.83474541 -2.47992206 170 0 0
-22.33611870 9.82699299 -2.47341609 170 0 0
-22.27091026 9.76132870 -2.47915602 170 0 0
-22.25561905 9.74201488 -2.48589993 170 0 0
-22.35553741 9.74826717 -2.46899605 170 0 0
-22.37989998 9.59514427 -2.49617290 170 0 0
-22.37033653 9.57582760 -2.50653005 170 0 0
-22.25782013 9.68124771 -2.50297093 170 0 0
-22.21992874 9.77492523 -2.48866701 170 0 0
-22.31802559 9.71957111 -2.47965193 170 0 0
-22.20550728 9.68545628 -2.50610089 170 0 0
-22.29515457 9.90775776 -2.47765088 170 0 0
-22.13391876 9.71331406 -2.50582004 170 0 0
-22.43332291 9.63355160 -2.46240211 170 0 0
-22.43746948 9.73006916 -2.45741510 170 0 0
-22.24543381 9.84900761 -2.48062611 170 0 0
-22.17622948 9.68246460 -2.51093793 170 0 0
-22.41139221 9.88501930 -2.46540189 170 0 0
-22.21773911 9.70065308 -2.50495005 170 0 0
-22.19002914 9.67615700 -2.51374292 170 0 0
-22.24787712 9.71339512 -2.49771595 170 0 0
-22.28641129 9.85480022 -2.47740102 170 0 0
-22.33344841 9.83850002 -2.47406697 170 0 0
-22.39667702 9.61768055 -2.47772503 170 0 0
-22.21065712 9.80893326 -2.48741293 170 0 0
-22.30112648 9.68748856 -2.48937511 170 0 0
-22.30116844 9.88636589 -2.47513890 170 0 0
-22.34236145 9.57895374 -2.51385808 170 0 0
-22.35974312 9.70085239 -2.47067595 170 0 0
-22.13699532 9.68983078 -2.51136708 170 0 0
-22.36112022 9.66744518 -2.47868490 170 0 0
-22.43526459 9.73378086 -2.45471907 170 0 0
-22.42969513 9.75360298 -2.45821404 170 0 0
-22.38700485 9.73781681 -2.46298790 170 0 0
-22.34370041 9.83034515 -2.47250009 170 0 0
-22.35995865 9.66381836 -2.47642207 170 0 0
-22.41145706 9.62409592 -2.46879101 170 0 0
-22.31892586 9.86922646 -2.47401404 170 0 0
-22.42583084 9.65513611 -2.45803094 170 0 0
-22.09808159 9.69750690 -2.51417899 170 0 0
-22.24129486 9.85974312 -2.48068190 170 0 0
-22.30130005 9.81164265 -2.47479105 170 0 0
-22.36063576 9.57720375 -2.50646996 170 0 0
-22.22558212 9.74027348 -2.49706292 170 0 0
-22.13836670 9.69039726 -2.51686597 170 0 0
-22.30190659 9.86166763 -2.47551894 170 0 0
-22.24167442 9.86310577 -2.48216605 170 0 0
-22.16544533 9.70003796 -2.50978494 170 0 0
-22.19673347 9.67911339 -2.50924611 170 0 0
-22.11252403 9.69157124 -2.51237202 170 0 0
-22.39583588 9.60509205 -2.48270011 170 0 0
-22.36616325 9.71426582 -2.47021103 170 0 0
-22.37888527 9.70669365 -2.46858311 170 0 0
-22.44033813 9.89781761 -2.46351004 170 0 0
-22.30371666 9.69357967 -2.48715305 170 0 0
-22.33606529 9.91055107 -2.47272801 170 0 0
-22.34521866 9.62007904 -2.49985290 170 0 0
-22.31128883 9.69193554 -2.48539901 170 0 0
-22.26880264 9.72259712 -2.48936391 170 0 0
-22.40728378 9.65087128 -2.46500301 170 0 0
-22.37374878 9.76864624 -2.46777606 170 0 0
-22.22910881 9.69327927 -2.50586200 170 0 0
-22.32201576 9.64725208 -2.49678612 170 0 0
-22.26734543 9.75975037 -2.48056507 170 0 0
-22.23221016 9.79377460 -2.48199892 170 0 0
-22.40454292 9.60885906 -2.47845793 170 0 0
-22.46458435 9.77167606 -2.45418811 170 0 0
-22.41962051 9.86358929 -2.46345997 170 0 0
-22.18571854 9.77343464 -2.49623299 170 0 0
-22.21554375 9.72434139 -2.50254703 170 0 0
-22.29545212 9.72242355 -2.48152995 170 0 0
-22.28161812 9.76416588 -2.48089504 170 0 0
-22.28627968 9.71839142 -2.48562098 170 0 0
-22.18191147 9.75884342 -2.50210309 170 0 0
-22.26711655 9.62339401 -2.51023412 170 0 0
-22.27854347 9.70226097 -2.49271393 170 0 0
-22.37345314 9.85618687 -2.46796298 170 0 0
-22.36419487 9.73466015 -2.47005010 170 0 0
-22.43099594 9.62030411 -2.46566296 170 0 0
-22.26466942 9.75399971 -2.48111701 170 0 0
-22.45648193 9.82999897 -2.45939803 170 0 0
-22.44926071 9.72312069 -2.45537305 170 0 0
-22.38625908 9.72469902 -2.46387100 170 0 0
-22.12693024 9.69791698 -2.50870299 170 0 0
-22.31941223 9.65831947 -2.49154401 170 0 0
-22.34133148 9.75444412 -2.47103691 170 0 0
-22.36717987 9.61697674 -2.49216104 170 0 0
-22.19414139 9.78915405 -2.49019003 170 0 0
-22.28426743 9.79162216 -2.47658205 170 0 0
-22.44709396 9.83934307 -2.46432590 170 0 0
-22.27265358 9.86110783 -2.47666097 170 0 0
-22.41540146 9.60089684 -2.47908306 170 0 0
-22.31104088 9.71651173 -2.48054790 170 0 0
-22.36963844 9.55628300 -2.51208496 170 0 0
-22.33007622 9.90627861 -2.47464991 170 0 0
-22.35385895 9.63613701 -2.48893189 170 0 0
-22.46005630 9.83158112 -2.45794106 170 0 0
-22.40787697 9.75837040 -2.45991492 170 0 0
-22.27355385 9.70005512 -2.49582911 170 0 0
-22.24661255 9.82259941 -2.48274994 170 0 0
-22.33386230 9.71457100 -2.47632194 170 0 0
-22.29456711 9.70928860 -2.48567796 170 0 0
-22.27535248 9.62697029 -2.50754690 170 0 0
-22.38700294 9.66276932 -2.46836495 170 0 0
-22.38745689 9.58880997 -2.49349999 170 0 0
-22.28042984 9.82735729 -2.47704291 170 0 0
-22.41427803 9.65012932 -2.46192002 170 0 0
-22.30033684 9.79105282 -2.47666097 170 0 0
-22.41991043 9.85139656 -2.46537805 170 0 0
-22.34432793 9.89813614 -2.47328305 170 0 0
-22.11731339 9.69368553 -2.51127601 170 0 0
-22.30042839 9.69992924 -2.48657799 170 0 0
-22.30839539 9.66576862 -2.49265099 170 0 0
-22.32159424 9.73387337 -2.47745395 170 0 0
-22.33595848 9.61617470 -2.50403404 170 0 0
-22.23220062 9.74424839 -2.49239898 170 0 0
-22.39008713 9.87191296 -2.47003198 170 0 0
-22.23676300 9.72154427 -2.49932909 170 0 0
-22.29644775 9.84696484 -2.47602296 170 0 0
-22.26538277 9.68457127 -2.50039911 170 0 0
-22.24209213 9.80652428 -2.48352289 170 0 0
-22.36539078 9.61619091 -2.49370599 170 0 0
-22.32676315 9.64932060 -2.49377489 170 0 0
-22.23042107 9.76784992 -2.48814297 170 0 0
-22.19816208 9.79442310 -2.49128604 170 0 0
-22.38784027 9.58490562 -2.49711490 170 0 0
-22.27437019 9.88689995 -2.47758007 170 0 0
-22.18060875 9.77116680 -2.49734807 170 0 0
-22.35295105 9.74126339 -2.47208500 170 0 0
-22.32977295 9.91155434 -2.47319698 170 0 0
-22.25709915 9.71745491 -2.49332309 170 0 0
-22.40740013 9.84588528 -2.46556807 170 0 0
-22.22846222 9.75731564 -2.49114990 170 0 0
-22.38156891 9.79711056 -2.46656609 170 0 0
-22.31510544 9.79291153 -2.47313690 170 0 0
-22.38086700 9.62292862 -2.48316002 170 0 0
-22.45902443 9.83253193 -2.46014190 170 0 0
-22.26785660 9.63586235 -2.50706291 170 0 0
-22.20129967 9.80809879 -2.48799491 170 0 0
-22.43559265 9.59705639 -2.47399211 170 0 0
-22.39716721 9.59300232 -2.48925400 170 0 0
-22.32493210 9.73772335 -2.47561789 170 0 0
-22.22516632 9.72856903 -2.50017595 170 0 0
-22.33359718 9.88815403 -2.47284794 170 0 0
-22.39559174 9.76871872 -2.46130991 170 0 0
-22.24278641 9.81070614 -2.48160005 170 0 0
-22.35982513 9.73787308 -2.46862888 170 0 0
-22.21350861 9.79772758 -2.48710203 170 0 0
-22.40876007 9.70908642 -2.46003199 170 0 0
-22.41337776 9.82370186 -2.46337390 170 0 0
-22.25237274 9.74311256 -2.48747897 170 0 0
-22.37758446 9.58452988 -2.49952602 170 0 0
-22.36730766 9.90312576 -2.46962810 170 0 0
-22.41615105 9.72314930 -2.45894408 170 0 0
-22.40419197 9.74532604 -2.45966601 170 0 0
-22.33619118 9.60353756 -2.50625706 170 0 0
-22.19952393 9.66765404 -2.51228809 170 0 0
-22.28591919 9.69356918 -2.49193692 170 0 0
-22.40338135 9.86940289 -2.46594405 170 0 0
-22.31472778 9.87758160 -2.47476101 170 0 0
-22.26733589 9.61927795 -2.51272106 170 0 0
-22.35438156 9.57450771 -2.50928402 170 0 0
-22.18516922 9.76029301 -2.50064397 170 0 0
-22.24772835 9.68874264 -2.50358391 170 0 0
-22.30879784 9.70360279 -2.48216295 170 0 0
-22.44477654 9.67564678 -2.45357490 170 0 0
-22.37874031 9.58500862 -2.50145888 170 0 0
-22.28039551 9.75266266 -2.47986007 170 0 0
-22.28435516 9.74251556 -2.48009896 170 0 0
-22.33321381 9.61637497 -2.50375199 170 0 0
-22.39192009 9.61562157 -2.47882795 170 0 0
-22.36516380 9.56662941 -2.50846505 170 0 0
-22.23613167 9.67648888 -2.50870299 170 0 0
-22.34459877 9.59508133 -2.50521803 170 0 0
-22.43593216 9.60977459 -2.46923590 170 0 0
-22.27244949 9.67491627 -2.50221801 170 0 0
-22.32681656 9.74807358 -2.47479701 170 0 0
-22.29745483 9.66097927 -2.50029993 170 0 0
-22.38510895 9.56688690 -2.50533700 170 0 0
-22.34923935 9.70484543 -2.47522211 170 0 0
-22.42021561 9.88892841 -2.46464205 170 0 0
-22.11701584 9.70586491 -2.50916100 170 0 0
-22.26400375 9.88228226 -2.47819996 170 0 0
-22.45178032 9.81595421 -2.46167302 170 0 0
-22.19278526 9.76289558 -2.49695206 170 0 0
-22.21482849 9.81079102 -2.48624301 170 0 0
-22.46342659 9.82107925 -2.45780206 170 0 0
-22.39962387 9.74332237 -2.46088505 170 0 0
-22.39751244 9.71732044 -2.46263099 170 0 0
-22.25775909 9.76764965 -2.48080111 170 0 0
-22.43052673 9.74400997 -2.45666409 170 0 0
-22.18013954 9.69669342 -2.50727510 170 0 0
-22.24135971 9.79782104 -2.48124290 170 0 0
-22.20074844 9.69272232 -2.50665689 170 0 0
-22.22929192 9.83275795 -2.48315907 170 0 0
-22.39967346 9.85478115 -2.46634102 170 0 0
-22.32898712 9.81222820 -2.47448897 170 0 0
-22.19214630 9.76339531 -2.49615097 170 0 0
-22.39249039 9.81451511 -2.46629000 170 0 0
-22.42206573 9.64082718 -2.46165395 170 0 0
-22.44343567 9.66858578 -2.45557594 170 0 0
-22.45578766 9.86722660 -2.45887995 170 0 0
-22.22945786 9.70530415 -2.50277090 170 0 0
-22.22717667 9.76640701 -2.48950505 170 0 0
-22.20649910 9.71325302 -2.50609493 170 0 0
-22.34032249 9.76762676 -2.47187901 170 0 0
-22.41477585 9.64643574 -2.46200705 170 0 0
-22.29132652 9.81544018 -2.47708297 170 0 0
-22.31288338 9.80422688 -2.47452307 170 0 0
-22.28066063 9.72782421 -2.48363495 170 0 0
-22.33376312 9.90058231 -2.47173691 170 0 0
-22.36972427 9.80829144 -2.47097301 170 0 0
-22.23619843 9.71463871 -2.50166988 170 0 0
-22.30572128 9.64014339 -2.50381994 170 0 0
-22.24126816 9.84714794 -2.48180103 170 0 0
-22.29886055 9.76077843 -2.47669792 170 0 0
-22.37581825 9.74677658 -2.46590996 170 0 0
-22.30189514 9.83658123 -2.47597289 170 0 0
-22.34724617 9.72544479 -2.47281504 170 0 0
-22.44376373 9.87926579 -2.46248007 170 0 0
-22.28422737 9.64746857 -2.50585294 170 0 0
-22.24079704 9.77244091 -2.48400092 170 0 0
-22.26245308 9.70791912 -2.49528098 170 0 0
-22.44959450 9.79994869 -2.46189809 170 0 0
-22.28491783 9.70506954 -2.48822403 170 0 0
-22.30178261 9.75014973 -2.47839403 170 0 0
-22.23086166 9.82035065 -2.48528099 170 0 0
-22.26906395 9.75242043 -2.48230100 170 0 0
-22.33339310 9.79087734 -2.47282910 170 0 0
-22.29287910 9.70008278 -2.48931193 170 0 0
-22.23336792 9.76916027 -2.48665905 170 0 0
-22.30099106 9.60241318 -2.51101995 170 0 0
-22.27354813 9.67541027 -2.50055599 170 0 0
-22.19720078 9.66662502 -2.51368690 170 0 0
-22.16201210 9.73762989 -2.50507307 170 0 0
-22.31737328 9.80621624 -2.47320008 170 0 0
-22.43545151 9.60955238 -2.47090006 170 0 0
-22.43269348 9.90486813 -2.46480298 170 0 0
-22.43572426 9.87068939 -2.46164894 170 0 0
-22.33092880 9.58917809 -2.50911689 170 0 0
-22.38797379 9.61390972 -2.48196197 170 0 0
-22.42559433 9.87119389 -2.46477008 170 0 0
-22.35511971 9.91006470 -2.47056389 170 0 0
-22.38690567 9.57601166 -2.50021291 170 0 0
-22.28118515 9.69149399 -2.49487710 170 0 0
-22.23746300 9.84695339 -2.48315310 170 0 0
-22.33931923 9.66699982 -2.48333907 170 0 0
-22.19265366 9.75114059 -2.50142694 170 0 0
-22.42346191 9.65409946 -2.45948696 170 0 0
-22.24517250 9.63817883 -2.51566792 170 0 0
-22.40393639 9.67014503 -2.46152592 170 0 0
-22.35707092 9.61258125 -2.49808002 170 0 0
-22.42480850 9.73745632 -2.45899892 170 0 0
-22.35851479 9.77506733 -2.46896410 170 0 0
-22.42838287 9.84276676 -2.46293211 170 0 0
-22.30356789 9.63579273 -2.50585699 170 0 0
-22.34615135 9.64497089 -2.48829889 170 0 0
-22.26848984 9.80980396 -2.47906303 170 0 0
-22.41283417 9.87358284 -2.46527600 170 0 0
-22.29404259 9.75865269 -2.47799802 170 0 0
-22.15441132 9.74458504 -2.50545502 170 0 0
-22.38770485 9.87454033 -2.46793890 170 0 0
-22.16772842 9.78989410 -2.49509192 170 0 0
-22.21428490 9.76574612 -2.49240899 170 0 0
-22.39336777 9.82735252 -2.46601391 170 0 0
-22.41968727 9.81716442 -2.46422005 170 0 0
-22.25715256 9.73054123 -2.48922706 170 0 0
-22.21523094 9.77361584 -2.48979998 170 0 0
-22.38722610 9.70178795 -2.46578598 170 0 0
-22.28133583 9.80282784 -2.47779489 170 0 0
-22.16256714 9.68897820 -2.51053405 170 0 0
-22.23491478 9.79181194 -2.48391199 170 0 0
-22.40020752 9.76782799 -2.46153092 170 0 0
-22.27622223 9.63949871 -2.50635409 170 0 0
-22.23960304 9.82178116 -2.48206496 170 0 0
-22.17140198 9.71558666 -2.50717092 170 0 0
-22.30065727 9.87353897 -2.47440910 170 0 0
-22.32305908 9.58536053 -2.51666188 170 0 0
-22.23079109 9.65672302 -2.51169801 170 0 0
-22.36008263 9.87514782 -2.47093201 170 0 0
-22.34564209 9.82233334 -2.47483110 170 0 0
-22.25456047 9.85306644 -2.47984099 170 0 0
-22.25380707 9.73466301 -2.49296403 170 0 0
-22.40869331 9.67221546 -2.45846105 170 0 0
-22.13222313 9.69571590 -2.50986910 170 0 0
-22.44994736 9.85734367 -2.46108198 170 0 0
-22.32085419 9.68386459 -2.48394799 170 0 0
-22.17693520 9.78793907 -2.49529505 170 0 0
-22.41309929 9.58898640 -2.48653889 170 0 0
-22.33474541 9.63999653 -2.49406695 170 0 0
-22.22239876 9.83877754 -2.48316503 170 0 0
-22.39430809 9.57921219 -2.49577188 170 0 0
-22.22612190 9.79698944 -2.48655510 170 0 0
-22.34333420 9.71870708 -2.47381091 170 0 0
-22.28771591 9.60742569 -2.51177692 170 0 0
-22.28933525 9.89228058 -2.47826910 170 0 0
-22.17467880 9.73123169 -2.50515509 170 0 0
-22.26016617 9.86812496 -2.47934890 170 0 0
-22.42119026 9.89212132 -2.46664500 170 0 0
-22.43417931 9.73329258 -2.45616508 170 0 0
-22.21501923 9.73665237 -2.49916792 170 0 0
-22.34851456 9.83903885 -2.47352600 170 0 0
-22.18809891 9.78647232 -2.49130392 170 0 0
-22.22839546 9.77943993 -2.48598504 170 0 0
-22.41009712 9.89840412 -2.46865797 170 0 0
-22.16296959 9.77532291 -2.49921489 170 0 0
-22.37836456 9.69630146 -2.46891594 170 0 0
-22.31335258 9.74542522 -2.47904301 170 0 0
-22.19896126 9.77486134 -2.49357700 170 0 0
-22.18699837 9.68719959 -2.50690603 170 0 0
-22.41242218 9.78559589 -2.46151209 170 0 0
-22.43589592 9.75914669 -2.45792007 170 0 0
-22.41356087 9.58753109 -2.48556495 170 0 0
-22.29857445 9.82310581 -2.47533798 170 0 0
-22.34443283 9.71920109 -2.47221708 170 0 0
-22.26546860 9.62836075 -2.50888610 170 0 0
-22.43632698 9.80758095 -2.46353197 170 0 0
-22.26642227 9.71586418 -2.49257302 170 0 0
-22.23666763 9.73365402 -2.49435401 170 0 0
-22.43750191 9.83429146 -2.46269989 170 0 0
-22.32224464 9.65300465 -2.49301004 170 0 0
-22.20218086 9.68150520 -2.50809312 170 0 0
-22.38737106 9.62577629 -2.47691607 170 0 0
-22.33240700 9.68890953 -2.47983599 170 0 0
-22.31428146 9.70619774 -2.48328710 170 0 0
-22.35975456 9.56305408 -2.51576495 170 0 0
-22.44251633 9.63751698 -2.46007204 170 0 0
-22.45053482 9.85251999 -2.46020007 170 0 0
-22.24231148 9.66028118 -2.50806189 170 0 0
-22.36269569 9.56552315 -2.51713395 170 0 0
-22.29755974 9.61168575 -2.50923300 170 0 0
-22.44052124 9.62442303 -2.46330690 170 0 0
-22.30290794 9.88437843 -2.47700310 170 0 0
-22.41178894 9.61198330 -2.47566700 170 0 0
-22.43084526 9.66960812 -2.45546699 170 0 0
-22.37927246 9.63492489 -2.47739410 170 0 0
-22.38525391 9.91252422 -2.46982408 170 0 0
-22.27392960 9.75007915 -2.48098612 170 0 0
-22.44082260 9.87294865 -2.46053290 170 0 0
-22.37442589 9.55834389 -2.51077509 170 0 0
-22.26533890 9.69718647 -2.49919701 170 0 0
-22.26549530 9.83058357 -2.48047900 170 0 0
-22.38656235 9.88687515 -2.46859908 170 0 0
-22.35140419 9.62277603 -2.49522305 170 0 0
-22.41088486 9.89764786 -2.46592903 170 0 0
-22.31446838 9.59413147 -2.51285601 170 0 0
-22.43887329 9.64808655 -2.45817590 170 0 0
-22.27020836 9.72322655 -2.48774004 170 0 0
-22.13575554 9.70180130 -2.50790501 170 0 0
-22.27676773 9.63251781 -2.50811791 170 0 0
-22.29153061 9.83199406 -2.47646403 170 0 0
-22.37048721 9.64338875 -2.47859812 170 0 0
-22.38381767 9.56239033 -2.50653696 170 0 0
-22.26276016 9.78213978 -2.47950292 170 0 0
-22.39607430 9.65752602 -2.46712208 170 0 0
-22.35907555 9.63841915 -2.48439598 170 0 0
-22.38300514 9.56202698 -2.50812507 170 0 0
-22.36396790 9.69003010 -2.47247100 170 0 0
-22.24814606 9.70414066 -2.50010204 170 0 0
-22.17533112 9.69457531 -2.50835705 170 0 0
