//X Y Z R G B
-23.02353287 9.50805473 -2.36089706 170 0 0
-23.06031036 9.63035107 -2.36899090 170 0 0
-23.11879921 9.61107445 -2.26714802 170 0 0
-23.09590530 9.57055187 -2.32557201 170 0 0
-23.04442406 9.61923599 -2.35189891 170 0 0
-23.11988640 9.38447285 -2.33385801 170 0 0
-23.19298172 9.40047932 -2.34095192 170 0 0
-23.07024193 9.60483837 -2.32800198 170 0 0
-23.10902786 9.41729927 -2.28987694 170 0 0
-22.99561691 9.47136402 -2.34115791 170 0 0
-23.04719162 9.39196014 -2.36062598 170 0 0
-23.11016464 9.43102455 -2.28558207 170 0 0
-23.11754227 9.65874481 -2.37128210 170 0 0
-23.13928986 9.64680195 -2.35541797 170 0 0
-23.10933304 9.68399620 -2.31610394 170 0 0
-23.02413559 9.63434601 -2.34553194 170 0 0
-23.05599213 9.49621964 -2.28829193 170 0 0
-23.24310303 9.67176628 -2.30252290 170 0 0
-23.09017563 9.56146431 -2.26375604 170 0 0
-23.08536339 9.48373222 -2.30949807 170 0 0
-23.01878738 9.51907444 -2.32999706 170 0 0
-23.05267525 9.42007828 -2.31024289 170 0 0
-22.95873260 9.58181858 -2.33221793 170 0 0
-23.04645348 9.39186764 -2.33124900 170 0 0
-23.14711761 9.64256668 -2.32550502 170 0 0
-23.14460754 9.48226643 -2.25283098 170 0 0
-23.22435379 9.40151310 -2.34137106 170 0 0
-23.19115639 9.39970303 -2.34565997 170 0 0
-23.10640144 9.70552635 -2.34935188 170 0 0
-23.08719254 9.38372898 -2.33945894 170 0 0
-23.02569389 9.48844910 -2.36706901 170 0 0
-23.04001808 9.38921070 -2.33548188 170 0 0
-23.16556358 9.59234715 -2.24802494 170 0 0
-23.02904320 9.43461895 -2.34077907 170 0 0
-23.10355759 9.40250683 -2.30604792 170 0 0
-23.06765938 9.47680759 -2.25913811 170 0 0
-23.04631805 9.39179611 -2.33286810 170 0 0
-23.04771042 9.44231701 -2.33460903 170 0 0
-23.05313492 9.63444996 -2.29245496 170 0 0
-23.04504395 9.50428772 -2.36928892 170 0 0
-23.10316467 9.52591896 -2.28888297 170 0 0
-22.94958878 9.41504097 -2.36908007 170 0 0
-23.14255714 9.44442081 -2.26399803 170 0 0
-22.97609329 9.43583584 -2.24684310 170 0 0
-23.13176727 9.52989769 -2.28844190 170 0 0
-23.02531433 9.52952576 -2.37250304 170 0 0
-23.11022377 9.69602489 -2.35412192 170 0 0
-23.14875031 9.62156487 -2.28777790 170 0 0
-23.01963806 9.49388218 -2.35682988 170 0 0
-23.18340874 9.68354607 -2.29989910 170 0 0
-22.99447632 9.53371620 -2.32451510 170 0 0
-23.00692368 9.48867416 -2.35073590 170 0 0
-23.14657021 9.57213593 -2.24083090 170 0 0
-23.10110855 9.43996906 -2.29936194 170 0 0
-23.04629135 9.65636158 -2.32091308 170 0 0
-23.35515976 9.66688824 -2.34370208 170 0 0
-23.31178093 9.69473553 -2.37385988 170 0 0
-23.00057411 9.43635559 -2.25446510 170 0 0
-23.13631248 9.68924236 -2.31953692 170 0 0
-23.05201721 9.49472141 -2.26774693 170 0 0
-23.03442383 9.56305313 -2.35077810 170 0 0
-23.16387939 9.59166718 -2.24496007 170 0 0
-23.13409615 9.45348167 -2.29798698 170 0 0
